1686505417.432304 server started (67361): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1686505417.432328 on Linux 6.3.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 05 Jun 2023 15:12:57 +0000
1686505417.432335 using libevent 2.1.12-stable (poll); ncurses 6.4
1686505417.432426 input_key_build: 0x10e003 (PasteStart) is \033[200~
1686505417.432431 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1686505417.432434 input_key_build: 0x10e195 (F1) is \033OP
1686505417.432437 input_key_build: 0x10e196 (F2) is \033OQ
1686505417.432440 input_key_build: 0x10e197 (F3) is \033OR
1686505417.432444 input_key_build: 0x10e198 (F4) is \033OS
1686505417.432446 input_key_build: 0x10e199 (F5) is \033[15~
1686505417.432449 input_key_build: 0x10e19a (F6) is \033[17~
1686505417.432452 input_key_build: 0x10e19b (F7) is \033[18~
1686505417.432455 input_key_build: 0x10e19c (F8) is \033[19~
1686505417.432458 input_key_build: 0x10e19d (F9) is \033[20~
1686505417.432461 input_key_build: 0x10e19e (F10) is \033[21~
1686505417.432464 input_key_build: 0x10e19f (F11) is \033[23~
1686505417.432467 input_key_build: 0x10e1a0 (F12) is \033[24~
1686505417.432470 input_key_build: 0x10e1a1 (IC) is \033[2~
1686505417.432473 input_key_build: 0x10e1a2 (DC) is \033[3~
1686505417.432476 input_key_build: 0x10e1a3 (Home) is \033[1~
1686505417.432478 input_key_build: 0x10e1a4 (End) is \033[4~
1686505417.432482 input_key_build: 0x10e1a5 (NPage) is \033[6~
1686505417.432498 input_key_build: 0x10e1a6 (PPage) is \033[5~
1686505417.432501 input_key_build: 0x10e1a7 (BTab) is \033[Z
1686505417.432504 input_key_build: 0x10e1a8 (Up) is \033[A
1686505417.432507 input_key_build: 0x10e1a9 (Down) is \033[B
1686505417.432510 input_key_build: 0x10e1aa (Left) is \033[D
1686505417.432513 input_key_build: 0x10e1ab (Right) is \033[C
1686505417.432516 input_key_build: 0x10e1ac (KP/) is /
1686505417.432519 input_key_build: 0x10e1ad (KP*) is *
1686505417.432522 input_key_build: 0x10e1ae (KP-) is -
1686505417.432525 input_key_build: 0x10e1af (KP7) is 7
1686505417.432528 input_key_build: 0x10e1b0 (KP8) is 8
1686505417.432531 input_key_build: 0x10e1b1 (KP9) is 9
1686505417.432534 input_key_build: 0x10e1b2 (KP+) is +
1686505417.432537 input_key_build: 0x10e1b3 (KP4) is 4
1686505417.432540 input_key_build: 0x10e1b4 (KP5) is 5
1686505417.432543 input_key_build: 0x10e1b5 (KP6) is 6
1686505417.432546 input_key_build: 0x10e1b6 (KP1) is 1
1686505417.432549 input_key_build: 0x10e1b7 (KP2) is 2
1686505417.432551 input_key_build: 0x10e1b8 (KP3) is 3
1686505417.432554 input_key_build: 0x10e1b9 (KPEnter) is \n
1686505417.432557 input_key_build: 0x10e1ba (KP0) is 0
1686505417.432560 input_key_build: 0x10e1bb (KP.) is .
1686505417.432563 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1686505417.432567 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1686505417.432570 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1686505417.432575 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1686505417.432578 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1686505417.432581 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1686505417.432585 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1686505417.432588 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1686505417.432591 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1686505417.432594 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1686505417.432597 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1686505417.432600 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1686505417.432603 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1686505417.432606 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1686505417.432609 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1686505417.432611 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1686505417.432614 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1686505417.432618 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1686505417.432620 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1686505417.432623 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1686505417.432634 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1686505417.432637 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1686505417.432640 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1686505417.432643 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1686505417.432646 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1686505417.432649 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1686505417.432652 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1686505417.432656 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1686505417.432659 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1686505417.432662 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1686505417.432665 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1686505417.432668 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1686505417.432671 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1686505417.432674 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1686505417.432677 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1686505417.432680 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1686505417.432683 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1686505417.432686 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1686505417.432689 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1686505417.432693 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1686505417.432696 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1686505417.432698 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1686505417.432701 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1686505417.432704 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1686505417.432707 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1686505417.432711 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1686505417.432714 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1686505417.432717 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1686505417.432720 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1686505417.432723 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1686505417.432726 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1686505417.432729 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1686505417.432732 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1686505417.432735 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1686505417.432738 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1686505417.432742 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1686505417.432745 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1686505417.432748 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1686505417.432751 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1686505417.432754 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1686505417.432757 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1686505417.432761 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1686505417.432764 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1686505417.432767 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1686505417.432770 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1686505417.432773 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1686505417.432777 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1686505417.432780 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1686505417.432784 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1686505417.432787 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1686505417.432790 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1686505417.432793 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1686505417.432797 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1686505417.432800 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1686505417.432803 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1686505417.432806 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1686505417.432809 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1686505417.432817 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1686505417.432821 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1686505417.432824 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1686505417.432827 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1686505417.432830 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1686505417.432833 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1686505417.432836 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1686505417.432839 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1686505417.432843 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1686505417.432846 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1686505417.432849 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1686505417.432852 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1686505417.432855 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1686505417.432858 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1686505417.432861 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1686505417.432864 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1686505417.432867 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1686505417.432870 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1686505417.432873 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1686505417.432876 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1686505417.432879 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1686505417.432883 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1686505417.432886 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1686505417.432889 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1686505417.432892 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1686505417.432895 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1686505417.432898 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1686505417.432901 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1686505417.432904 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1686505417.432907 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1686505417.432910 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1686505417.432913 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1686505417.432917 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1686505417.432920 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1686505417.432923 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1686505417.432926 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1686505417.432929 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1686505417.432932 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1686505417.432935 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1686505417.432938 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1686505417.432942 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1686505417.432945 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1686505417.432948 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1686505417.432951 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1686505417.432955 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1686505417.432958 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1686505417.432961 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1686505417.432964 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1686505417.432967 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1686505417.432970 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1686505417.432974 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1686505417.432977 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1686505417.432980 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1686505417.432983 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1686505417.432987 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1686505417.432994 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
